ticker,innovation_decay_score,strategic_decay_score,topic_rigidity_score,management_confidence_score,innovation_decay_zscore,topic_rigidity_zscore,strategic_decay_zscore,management_confidence_zscore,management_confidence_zscore_aligned,final_stagnation_score
SMCI,-0.003433606,-0.010041738,0.885255456,0.625600894,-0.610156931,0.025694095,-0.479552321,0.536736685,-0.536736685,-0.400187961
VTRS,-0.006269323,0.000738266,0.813806295,0.58508008,-1.114633538,-0.490047818,0.192515692,0.190929477,-0.190929477,-0.400773785
VST,-0.002186773,-0.007505456,0.641679823,0.46585208,-0.38834414,-1.732509385,-0.321430482,-0.826569881,0.826569881,-0.403928532
KKR,0.000473437,-0.000521328,0.682091415,0.608571683,0.084909786,-1.440806146,0.113987621,0.391408311,-0.391408311,-0.408329263
REG,-0.001358374,0.004802995,0.659018278,0.589879611,-0.240971112,-1.607355111,0.445926954,0.231888974,-0.231888974,-0.408572061
TER,-0.003891848,-0.015686744,0.985428333,0.669005397,-0.691678518,0.748772589,-0.831484316,0.907153483,-0.907153483,-0.420385932
TYL,-0.008976826,-0.001092419,0.995179474,0.681247815,-1.596300957,0.81915931,0.078383551,1.011631055,-1.011631055,-0.427597288
PLD,0.000649351,-0.008483703,0.879090786,0.730937268,0.116205028,-0.01880438,-0.382418252,1.435684017,-1.435684017,-0.430175405
OXY,-0.001834596,-0.002400457,0.703462303,0.575077657,-0.325691423,-1.286544536,-0.003164695,0.105568162,-0.105568162,-0.430242204
BSX,0.011835646,-0.054163568,0.620598197,0.411982698,2.106257677,-1.884683018,-3.230281562,-1.286294618,1.286294618,-0.430603071
NFLX,0.00587341,0.000527546,0.63393724,0.699399754,1.045570199,-1.788397725,0.179378614,1.166540858,-1.166540858,-0.432497443
NSC,-0.002047782,0.001472095,0.812294483,0.692492637,-0.363617371,-0.500960542,0.238265526,1.10759508,-1.10759508,-0.433476866
NOC,-0.001100519,-0.00987035,0.780295312,0.604714307,-0.195098503,-0.731940352,-0.468867338,0.358489218,-0.358489218,-0.438598853
PWR,0,-0.076161616,0.825986385,0.187435089,0.000684927,-0.4021282,-4.601726776,-3.202598227,3.202598227,-0.450142956
TXT,-0.004248697,0.000102769,0.93013525,0.745723486,-0.755162412,0.349650188,0.15289631,1.561870544,-1.561870544,-0.453621615
NI,-0.002177739,-0.014449487,0.944532394,0.69962264,-0.386736941,0.453573183,-0.75434884,1.168442981,-1.168442981,-0.463988895
WMB,-0.00638267,0.00304592,0.762813091,0.586171552,-1.134798241,-0.858132376,0.336383957,0.200244163,-0.200244163,-0.464197706
SPG,-0.010167887,-0.001878583,0.983446777,0.663443903,-1.808191914,0.734469108,0.029371019,0.859691331,-0.859691331,-0.476010779
COIN,0.003307032,-0.020041437,0.681091964,0.556144374,0.589009111,-1.448020487,-1.102973066,-0.056009688,0.056009688,-0.476493689
AVB,-0.00607649,-0.007498016,0.981287718,0.706424919,-1.080328456,0.718884359,-0.320966672,1.226494068,-1.226494068,-0.477226209
CME,-0.00456833,-0.006505203,0.776801825,0.574565026,-0.812025397,-0.757157417,-0.259070763,0.10119333,-0.10119333,-0.482361727
BLDR,-0.000140698,-0.010051188,0.538824141,0.4400695,-0.024345391,-2.474953187,-0.480141464,-1.046600064,1.046600064,-0.483209995
EXE,0,0.002308066,0.60338074,0.588315364,0.000684927,-2.008963895,0.290383257,0.218539597,-0.218539597,-0.484108827
HON,-0.001214425,0.001052629,0.745026827,0.679176744,-0.215362475,-0.986519077,0.21211435,0.993956401,-0.993956401,-0.495930901
SW,,,0.86831975,0.668029294,,-0.096553016,,0.898823354,-0.898823354,-0.497688185
HOOD,0.000175135,-0.020295114,0.989192069,0.759984971,0.031841648,0.775940382,-1.118788281,1.683578959,-1.683578959,-0.498646303
IFF,0.002212474,-0.008792378,0.715673745,0.656544256,0.394286187,-1.19839861,-0.401662327,0.800809309,-0.800809309,-0.501646015
CAH,-0.00345383,0.019725081,0.476160258,0.547385286,-0.613754665,-2.927280277,1.376228768,-0.1307603,0.1307603,-0.508511468
EXR,-0.012348473,0.002725611,0.961403668,0.650564729,-2.196120175,0.5753552,0.316414628,0.74977964,-0.74977964,-0.513532497
JBL,0.001376977,-0.00974591,0.826362133,0.732370109,0.245650427,-0.399415939,-0.461109227,1.447911971,-1.447911971,-0.515696677
EIX,,,1,0.78638276,,0.85395534,,1.908859379,-1.908859379,-0.52745202
MMM,-0.006694583,-0.00918007,0.930106938,0.667858125,-1.190287765,0.349445821,-0.42583252,0.897362588,-0.897362588,-0.541009263
C,0.002365006,-0.02984022,0.659372985,0.477749823,0.421421741,-1.604794726,-1.713867918,-0.725033779,0.725033779,-0.543051781
PHM,-0.004253498,-0.010931425,0.646821201,0.472313984,-0.756016375,-1.695397349,-0.535018931,-0.771423578,0.771423578,-0.553752269
PYPL,-2.96E-06,0.002165348,0.513620138,0.545104885,0.000158318,-2.656883395,0.281485634,-0.150221392,0.150221392,-0.556254513
BXP,0.000638836,0.00236654,0.538235247,0.585275446,0.114334385,-2.479204003,0.294028738,0.19259674,-0.19259674,-0.565859405
DGX,-0.004894281,-0.009885953,0.843776286,0.642314336,-0.87001228,-0.273715254,-0.469840064,0.679370267,-0.679370267,-0.573234466
MAR,0,0.00459744,0.462243706,0.529865532,0.000684927,-3.02773421,0.433111835,-0.280274995,0.280274995,-0.578415613
DECK,-0.006598635,-0.011753514,0.840596735,0.595508374,-1.173218512,-0.296666221,-0.586271191,0.279925197,-0.279925197,-0.58402028
CIEN,-0.01109337,-0.001204922,0.831087053,0.574366074,-1.972836169,-0.365310021,0.071369676,0.09949546,-0.09949546,-0.591567994
PNW,-6.55E-05,-0.013904791,0.703781605,0.604741414,-0.010963988,-1.284239716,-0.720390347,0.358720549,-0.358720549,-0.59357865
VLTO,-0.002044252,-0.007565737,0.667728782,0.581127545,-0.362989465,-1.54448003,-0.325188635,0.157198287,-0.157198287,-0.597464104
HPQ,-0.008885472,-0.007842212,0.621908844,0.39844849,-1.580049,-1.87522237,-0.342425174,-1.401796409,1.401796409,-0.598975034
LOW,-0.007142857,-0.021724934,0.799568236,0.490081073,-1.270036182,-0.592822491,-1.207928932,-0.619798111,0.619798111,-0.612747374
ECL,-0.009258369,-0.005436508,0.804486096,0.575947496,-1.646387698,-0.557323871,-0.19244413,0.11299142,-0.11299142,-0.62728678
SOLV,,,0.735106587,0.590054863,,-1.058126402,,0.233384585,-0.233384585,-0.645755494
GOOGL,-0.018214435,-0.037555329,0.969234765,0.304698248,-3.239680375,0.631882452,-2.19485831,-2.201866955,2.201866955,-0.650197319
GOOG,-0.018214435,-0.037555329,0.969163656,0.304698248,-3.239680375,0.631369171,-2.19485831,-2.201866955,2.201866955,-0.65032564
ADM,0.009895211,-0.000739454,0.330236286,0.634206412,1.761052338,-3.980604178,0.100388769,0.610176724,-0.610176724,-0.682334949
LUV,-0.001664131,-0.00805794,0.602501988,0.5745088,-0.29536549,-2.015306991,-0.355874553,0.100713499,-0.100713499,-0.691815133
UPS,-0.004375603,-0.011336455,0.618772268,0.508799368,-0.777738962,-1.89786313,-0.560270121,-0.460054989,0.460054989,-0.693954306
DLR,-0.018590224,0.001107928,0.98934871,0.626111829,-3.306533719,0.777071065,0.215561888,0.541097034,-0.541097034,-0.71374945
IP,-0.005949336,-0.003238422,0.430518717,0.387731769,-1.057707594,-3.256734895,-0.055406764,-1.493253597,1.493253597,-0.719148914
O,-0.004911384,-0.013786415,0.889682353,0.722225669,-0.873054934,0.05764879,-0.713010274,1.361338671,-1.361338671,-0.722438772
EXC,0.001726982,-0.00072316,0.352459043,0.528139092,0.307916627,-3.820193513,0.101404605,-0.295008551,0.295008551,-0.778965933
CF,-0.010511885,-0.021485224,0.845848322,0.541667987,-1.869389526,-0.258758662,-1.192984446,-0.179552096,0.179552096,-0.785395135
SYF,-0.013662175,-0.007112858,0.807162702,0.559699665,-2.429829033,-0.538003309,-0.296954362,-0.025668607,0.025668607,-0.809779524
UDR,-0.012042839,-0.003386159,0.893201649,0.698581662,-2.14174769,0.08305215,-0.064617219,1.159559211,-1.159559211,-0.820717993
MTB,-0.001787214,-0.016310088,0.712581635,0.667492281,-0.317262066,-1.220718408,-0.870346047,0.894240452,-0.894240452,-0.825641743
OMC,-0.000828955,-0.022890142,0.711182654,0.647680645,-0.146786959,-1.230816678,-1.280572601,0.725166686,-0.725166686,-0.845835731
TAP,-0.006864967,-0.009692093,0.731141329,0.635466321,-1.220599278,-1.086748853,-0.457754064,0.62092887,-0.62092887,-0.846507766
GLW,-0.003529583,-0.001544601,0.596281826,0.655132854,-0.627231322,-2.060206024,0.050192773,0.788764313,-0.788764313,-0.856502221
OKE,-0.007550223,0.012194528,0.536963999,0.626039778,-1.342506914,-2.488380259,0.906744335,0.54048215,-0.54048215,-0.866156247
AES,-0.005038341,-0.036154753,0.804528058,0.577411762,-0.895640757,-0.557020979,-2.107540885,0.125487558,-0.125487558,-0.921422545
CCL,-0.007524423,-0.027469045,0.700238228,0.504343482,-1.337917084,-1.309816896,-1.56603948,-0.498081799,0.498081799,-0.928922915
CARR,0.0034466,-0.016542444,0.447535425,0.616755123,0.613838382,-3.133903082,-0.884832025,0.461246309,-0.461246309,-0.966535758
EQT,-0.013793986,-0.003848445,0.726345062,0.599933898,-2.453278354,-1.121369773,-0.093437979,0.317692906,-0.317692906,-0.996444753
KMB,-0.002954096,-0.039004972,0.797278404,0.630499087,-0.524851634,-0.609351196,-2.285234798,0.578538178,-0.578538178,-0.999493951
DOC,-0.011691149,-0.018616729,0.921123803,0.713520136,-2.079181737,0.284602802,-1.014151175,1.287045097,-1.287045097,-1.023943802
REGN,0.001995912,-0.005385374,0.482636213,0.736831621,0.355759502,-2.88053485,-0.189256214,1.485986799,-1.485986799,-1.05000459
AXON,0.01013913,-0.026393662,0.311941266,0.660891641,1.804445761,-4.112663232,-1.498995911,0.837910168,-0.837910168,-1.161280888
HSY,-0.011485899,-0.074813168,0.999999762,0.45709281,-2.042667553,0.853953619,-4.51765922,-0.901322047,0.901322047,-1.201262777
ADSK,,,0.430089951,0.465195894,,-3.25982986,,-0.832169812,0.832169812,-1.213830024
PSKY,,,,0.723838718,,,,1.375104537,-1.375104537,-1.375104537
AMCR,-0.016432851,-0.034352794,0.752641261,0.552419215,-2.922734939,-0.931555763,-1.995199609,-0.087800431,0.087800431,-1.44042247
OTIS,-0.013454436,-0.027425353,0.324626565,0.516449284,-2.392872081,-4.021096862,-1.563315593,-0.394770115,0.394770115,-1.895628605
JBHT,,,0.50476563,0.690026644,,-2.720797947,,1.086550139,-1.086550139,-1.903674043
LMT,-0.012295168,-0.099207741,0.483505875,0.275150322,-2.186637218,-2.874257366,-6.038513238,-2.454030835,2.454030835,-2.161344247
MDT,-0.005651233,-0.102293118,0.414845586,0.65890011,-1.004674791,-3.369868351,-6.230867813,0.82091432,-0.82091432,-2.856581319
